name,calories,fat,carbs,restaurant
"Grilled Sandwich, Deli Trio",620,29,54,Jack in the Box
Bacon Cheddar Potato Wedges,680,42,58,Jack in the Box
Onion Rings,450,28,45,Jack in the Box
Grilled Breakfast Sandwich,620,29,53,Jack in the Box
"Sausage, Egg &amp; Cheese Biscuit",570,38,36,Jack in the Box
"Flavored Iced Tea, Mango 24 fl oz.",80,0,21,Jack in the Box
Chocolate Overload™ Cake,300,7,57,Jack in the Box
"Shake, Vanilla w/ Whipped Topping 16 oz.",700,38,76,Jack in the Box
Hamburger with Cheese,330,15,32,Jack in the Box
Jumbo Jack®,500,27,45,Jack in the Box
Grilled Chicken Salad**,250,10,15,Jack in the Box
Hamburger with Cheese,330,15,32,Jack in the Box
Sourdough Jack®,660,44,40,Jack in the Box
Fish and Chips (Seasonal) w/ small French Fries,710,37,74,Jack in the Box
"Grilled Sandwich, Turkey, Bacon &amp; Cheddar",660,31,53,Jack in the Box
Beef Taco (1 Taco),190,11,17,Jack in the Box
"Seasoned Curly Fries, small",280,16,30,Jack in the Box
Extreme Sausage® Sandwich,660,47,32,Jack in the Box
Sourdough Breakfast Sandwich,410,21,35,Jack in the Box
"Flavored Iced Tea, Peach 24 fl oz.",80,0,20,Jack in the Box
Mini Churros 5 pc.,350,18,42,Jack in the Box
"Shake, Vanilla w/ Whipped Topping 24 oz.",1000,54,109,Jack in the Box
Seasoned Curly Fries (Kid’s),200,11,21,Jack in the Box
Jumbo Jack® with Cheese,580,34,45,Jack in the Box
Sea Salt &amp; Vinegar Chips,140,8,16,Jimmy Johns
Raspberry Iced Tea,312,0,84,Jimmy Johns
Thinny Chips,130,5,19,Jimmy Johns
Slim 6 Double provolone,545,16,65,Jimmy Johns
Lemonade,388,0,104,Jimmy Johns
Regular Chips,160,8,18,Jimmy Johns
Light Lemonade,20,0,4,Jimmy Johns
BBQ Jimmy Chips,160,9,17,Jimmy Johns
Jalapeño Chips,150,7,18,Jimmy Johns
Fried Oysters,1060,64,104,Joe's Crab Shack
Caesar Salad - Shrimp,530,38,19,Joe's Crab Shack
Fish &amp; Chips,1430,92,99,Joe's Crab Shack
Big Shrimp Platter,1490,84,144,Joe's Crab Shack
Shrimp Pasta Alfredo,1650,85,158,Joe's Crab Shack
Joe's Classic Steampot,1210,75,70,Joe's Crab Shack
Blackened Mahi Sandwich,850,53,38,Joe's Crab Shack
Grilled Malibu Shrimp,540,19,55,Joe's Crab Shack
Sea Turtle Sundae,1240,57,167,Joe's Crab Shack
Rockin Popcorn Shrimp,470,39,19,Joe's Crab Shack
Classic Sampler,1460,103,90,Joe's Crab Shack
New England Clam Chowder ,250,13,22,Joe's Crab Shack
Classic Cobb Salad - Shrimp,650,39,39,Joe's Crab Shack
Snapper Pontchartrain,1090,74,44,Joe's Crab Shack
Seaside Platter,1540,92,117,Joe's Crab Shack
Dungeness Crab - excluding side of butter,480,3,69,Joe's Crab Shack
Samuel Adams Steampot,1180,74,72,Joe's Crab Shack
Crab Cake Sandwich,810,61,40,Joe's Crab Shack
Add Snow Crab,260,23,0,Joe's Crab Shack
Hush Puppies,700,34,94,Joe's Crab Shack
Kid's Snow Crab,90,1,7,Joe's Crab Shack
Celery &amp; Ranch,150,13,6,Joe's Crab Shack
Crab Nachos,2000,145,130,Joe's Crab Shack
Seafood Fun-Do,1310,69,127,Joe's Crab Shack
Classic Cobb Salad - Snow,630,38,38,Joe's Crab Shack
Grilled Sunset Salmon,890,45,66,Joe's Crab Shack
Shrimp Trio,1050,53,96,Joe's Crab Shack
King Crab - excluding side of butter,430,3,68,Joe's Crab Shack
Sunset Fire-Grilled Steampot,1260,75,80,Joe's Crab Shack
Surf 'n Turf Burger,1260,85,67,Joe's Crab Shack
Broccoli Florets,80,6,6,Joe's Crab Shack
Onion Strings,470,23,61,Joe's Crab Shack
Captain's Catch,1060,70,78,Joe's Crab Shack
Rice,200,4,36,Joe's Crab Shack
Garlicky Mussels,880,42,81,Joe's Crab Shack
Caesar Side Salad,220,18,8,Joe's Crab Shack
Get Stuffed Snapper,830,43,48,Joe's Crab Shack
Caribbean Feast,1280,59,105,Joe's Crab Shack
Skillet Paella,1990,84,196,Joe's Crab Shack
Joe's Classic Steampot For 2 (Nutritionals for 1 serving),1210,75,70,Joe's Crab Shack
Chicken Club Sandwich - Blackened,990,71,36,Joe's Crab Shack
Popcorn Shrimp,990,54,98,Joe's Crab Shack
Shrimply Grilled Shrimp,310,8,40,Joe's Crab Shack
French Fries,300,15,38,Joe's Crab Shack
Double Dip,1260,81,96,Joe's Crab Shack
Caesar Salad - Chicken,670,46,18,Joe's Crab Shack
Crunchy Catfish,1440,94,123,Joe's Crab Shack
Ribeye,1150,82,26,Joe's Crab Shack
Pasta-laya,1820,94,161,Joe's Crab Shack
Bean Town Bake,1470,78,73,Joe's Crab Shack
The Orleans,1310,65,72,Joe's Crab Shack
Fish &amp; Shrimp,1540,92,111,Joe's Crab Shack
Key Lime Wave,1230,55,162,Joe's Crab Shack
Fish Fingers,600,46,23,Joe's Crab Shack
Paint a Crab,350,6,75,Joe's Crab Shack
"Calamari, Fried",900,58,61,Joe's Crab Shack
Great Balls of Fire,970,66,75,Joe's Crab Shack
Chicken Chipotle Caesar,760,46,42,Joe's Crab Shack
Maui Mahi,680,28,49,Joe's Crab Shack
East Coast Platter,2110,144,143,Joe's Crab Shack
Steak &amp; Malibu Shrimp,660,22,48,Joe's Crab Shack
Old Bay Steampot,1200,74,72,Joe's Crab Shack
Chicken Club Sandwich - Grilled,790,49,36,Joe's Crab Shack
Add Coconut Shrimp,420,24,42,Joe's Crab Shack
Ear of Corn,60,1,14,Joe's Crab Shack
Mini Beach Burgers,760,41,68,Joe's Crab Shack
Corn on the Cob,30,0,7,Joe's Crab Shack
Clam Chowder,320,17,26,Joe's Crab Shack
Mozzarella Sticks,710,36,68,Joe's Crab Shack
Classic Cobb Salad - Chicken,790,46,38,Joe's Crab Shack
Salmon Orleans,1000,65,34,Joe's Crab Shack
Fisherman's Platter,1970,129,137,Joe's Crab Shack
Crab Daddy Feast - excluding side of butter,510,4,69,Joe's Crab Shack
Garlic Herb,5,0,0,Joe's Crab Shack
Ragin' Cajun,1590,107,89,Joe's Crab Shack
Chipotle Bacon Cheeseburger,1010,68,47,Joe's Crab Shack
Add Fried Shrimp,330,17,27,Joe's Crab Shack
French Fries,370,19,47,Joe's Crab Shack
Mini Steampot,390,15,35,Joe's Crab Shack
Apple Sauce,90,0,24,Joe's Crab Shack
Crazy Good Crab Dip,1270,87,92,Joe's Crab Shack
Aruba Shrimp Salad,860,61,60,Joe's Crab Shack
House Side Salad ,120,7,10,Joe's Crab Shack
Homestyle Chicken Tenders,1450,81,93,Joe's Crab Shack
Crab Cake Dinner,1470,109,82,Joe's Crab Shack
Snow Crab - excluding side of butter,470,4,68,Joe's Crab Shack
The Diablo Steampot,1420,84,96,Joe's Crab Shack
Crab Stuffed Shrimp,710,37,48,Joe's Crab Shack
Coleslaw,110,7,13,Joe's Crab Shack
Chocolate Shack Attack,1530,63,225,Joe's Crab Shack
Chicken Dippers,590,33,23,Joe's Crab Shack
Strawberry Sundae,290,14,39,Joe's Crab Shack
Crab Stuffed Mushrooms,800,40,76,Joe's Crab Shack
Aruba Chicken Salad,780,49,37,Joe's Crab Shack
Crab Cake Chipotle Caesar,970,72,52,Joe's Crab Shack
Joe's Steak Deal,710,32,53,Joe's Crab Shack
The Big Hook Up,2750,168,220,Joe's Crab Shack
Lobster Daddy Feast - excluding side of butter,580,4,69,Joe's Crab Shack
Sunset Fire-Grilled Steampot For 2 (Nutritionals for 1 serving),1260,75,80,Joe's Crab Shack
Coconut Shrimp,1230,72,127,Joe's Crab Shack
Cheesy New Potatoes,250,15,19,Joe's Crab Shack
Big Cheese Cheesecake,980,64,85,Joe's Crab Shack
Cheesy Mac,260,9,35,Joe's Crab Shack
Veggies,40,3,3,Joe's Crab Shack
Diablo Mussels,1060,54,89,Joe's Crab Shack
Caesar Salad,450,37,18,Joe's Crab Shack
Blackened Tilapia,1190,64,44,Joe's Crab Shack
Pan Fried Cheesy Chicken,1590,100,110,Joe's Crab Shack
Crawfish Half 'n Half,860,47,72,Joe's Crab Shack
Dipping Butter,400,44,0,Joe's Crab Shack
Spicy Boil,5,0,1,Joe's Crab Shack
The KJ Steampot,1330,85,77,Joe's Crab Shack
Crispy Shrimp,1060,58,100,Joe's Crab Shack
Crabby Apple Crumble,1400,51,227,Joe's Crab Shack
Pizza,450,15,61,Joe's Crab Shack
Chocolate Sundae,340,14,50,Joe's Crab Shack
OR Chicken- Whole Wing,120,7,3,KFC
EC Chicken- Drumstick,150,10,5,KFC
Grilled Chicken- Breast,220,7,0,KFC
HBBQ Hot Wings® (1),80,4,8,KFC
Fiery Buffalo Hot Wings® Value Box,510,28,51,KFC
Crispy Chicken BLT Salad without Dressing,360,19,18,KFC
Green Beans,25,0,4,KFC
Country Fried Steak with Peppered White Gravy,420,29,25,KFC
EC Chicken- Breast,510,33,16,KFC
Hot Wings® (1),70,4,4,KFC
Hot Wings® Value Box,490,27,45,KFC
Caesar Side Salad without Dressing &amp; Croutons,40,2,2,KFC
Parmesan Garlic Croutons Pouch (1),70,3,8,KFC
"Corn on the Cob (5.5"")",140,1,33,KFC
Country Fried Steak without Peppered White Gravy,390,27,21,KFC
Lil' Bucket™ Strawberry Shortcake Parfait Cup,200,7,35,KFC
Spicy Crispy- Drumstick,160,10,5,KFC
Crispy Strips (2),260,14,11,KFC
"KFC Snacker® with Crispy Strip, Buffalo",270,9,31,KFC
Doublicious with OR Filet,520,25,40,KFC
EC Drumstick Value Box,440,25,39,KFC
Potato Wedges,290,15,35,KFC
Potato Salad,210,11,26,KFC
Spicy Crispy- Thigh,360,27,13,KFC
KFC® OR Filet,200,9,8,KFC
"KFC Snacker® with Crispy Strip, Ultimate Cheese",280,11,31,KFC
Chicken Pot Pie,790,45,66,KFC
Grilled Thigh Value Box,460,25,34,KFC
Cole Slaw,150,6,21,KFC
Apple Turnover (1),250,12,33,KFC
OR Chicken- Breast,360,21,11,KFC
EC Chicken- Thigh,340,24,10,KFC
Grilled Chicken- Drumstick,90,4,0,KFC
Fiery Buffalo Hot Wings® (1),70,4,5,KFC
HBBQ Hot Wings® Value Box,540,28,58,KFC
House Side Salad without Dressing,15,0,3,KFC
Mashed Potatoes with Gravy,120,4,19,KFC
Macaroni Salad,190,10,22,KFC
Oreo® Cookies and Crème Pie Slice,290,16,34,KFC
Spicy Crispy- Breast,420,25,12,KFC
Crispy Strips (3),390,21,17,KFC
KFC Snacker® with Crispy Strip without Sauce,260,9,29,KFC
Double Down with OR Filet,610,37,18,KFC
OR Drumstick Value Box,400,22,37,KFC
Hidden Valley® The Original Ranch® Fat Free Dressing (1),35,0,8,KFC
Macaroni and Cheese,160,7,19,KFC
Sweet Life® Chocolate Chip Cookie,160,8,21,KFC
Spicy Crispy- Whole Wing,170,12,6,KFC
Grilled Chicken- Thigh,170,10,0,KFC
KFC Snacker® with Crispy Strip,310,15,30,KFC
Grilled Drumstick Value Box,380,19,34,KFC
Heinz Buttermilk Ranch Dressing (1),160,17,1,KFC
Mashed Potatoes without Gravy,90,3,15,KFC
KFC® Cornbread Muffin,210,9,28,KFC
Sweet Life® Oatmeal Raisin Cookie,150,6,22,KFC
OR Chicken- Drumstick,120,7,3,KFC
Popcorn Chicken-Kids,260,17,12,KFC
"KFC Snacker®, Honey BBQ",210,3,32,KFC
KFC Famous Bowls®-Mashed Potato with Gravy,680,31,74,KFC
OR Thigh Value Box,540,32,42,KFC
Biscuit,180,8,23,KFC
Café Valley Bakery® Chocolate Chip Cake (6 slices per cake),300,15,39,KFC
OR Chicken- Thigh,250,17,7,KFC
Popcorn Chicken-Individual,400,26,18,KFC
Crispy Twister®,610,33,52,KFC
Snack-Size Bowl,260,13,26,KFC
EC Thigh Value Box,630,39,45,KFC
KFC® Gizzards,200,11,15,KFC
Lil' Bucket™ Lemon Crème Parfait Cup,400,13,65,KFC
EC Chicken- Whole Wing,190,13,6,KFC
Popcorn Chicken-Large,560,37,26,KFC
Crispy Twister® without Sauce,490,20,51,KFC
Popcorn Chicken Value Box,680,41,53,KFC
Crispy Chicken Caesar Salad without Dressing &amp; Croutons,340,18,16,KFC
KFC® Creamy Parmesan Caesar Dressing (1),260,26,4,KFC
KFC® Livers,180,10,11,KFC
Lil' Bucket™ Chocolate Crème Parfait Cup,280,13,37,KFC
Reese's® Peanut Butter Pie Slice,310,19,31,KFC
Hamburger,250,9,31,McDonald's
Angus Deluxe,750,39,61,McDonald's
Premium Crispy Chicken Ranch BLT Sandwich,540,23,56,McDonald's
Angus Chipotle BBQ Bacon Snack Wrap,400,22,30,McDonald's
Chicken Selects® Premium Breast Strips,400,24,23,McDonald's
Premium Bacon Ranch Salad (without chicken),140,7,10,McDonald's
"Bacon, Egg &amp; Cheese Biscuit",420,23,37,McDonald's
"Sausage, Egg &amp; Cheese McGriddles®",560,32,48,McDonald's
Hash Brown,150,9,15,McDonald's
Fruit 'n Yogurt Parfait,160,2,31,McDonald's
Strawberry Sundae,280,6,49,McDonald's
Sugar Cookie,160,7,21,McDonald's
Chocolate Triple Thick® Shake,770,18,134,McDonald's
Strawberry Triple Thick® Shake,1110,26,194,McDonald's
Iced Coffee Caramel,130,5,21,McDonald's
Iced Coffee Vanilla,190,8,29,McDonald's
Nonfat Cappuccino,80,0,12,McDonald's
Nonfat Caramel Latte,260,0,53,McDonald's
Nonfat Vanilla Latte,180,0,37,McDonald's
Mocha with Nonfat Milk,280,6,50,McDonald's
Iced Nonfat Caramel Latte,190,0,40,McDonald's
Iced Mocha with Nonfat Milk,270,8,43,McDonald's
Latte ,150,8,11,McDonald's
Hazelnut Cappuccino,240,6,42,McDonald's
Vanilla Latte,330,9,53,McDonald's
Hot Chocolate,300,12,41,McDonald's
Iced Hazelnut Latte,230,6,41,McDonald's
Iced Mocha,310,13,42,McDonald's
Frappe Mocha,450,20,62,McDonald's
Wild Berry Smoothie,260,1,60,McDonald's
Quarter Pounder® with Cheese,510,26,40,McDonald's
McRib ®,500,26,44,McDonald's
Honey Mustard Snack Wrap® (Crispy),330,16,34,McDonald's
Small French Fries,230,11,29,McDonald's
Side Salad,20,0,4,McDonald's
Sausage Biscuit,430,27,34,McDonald's
Big Breakfast with Hotcakes,1090,56,111,McDonald's
McFlurry® with OREO® Cookies,580,19,89,McDonald's
Strawberry McCafe® Shake,570,17,92,McDonald's
Vanilla Triple Thick Shake®,1110,26,193,McDonald's
Iced Coffee Hazelnut,190,8,29,McDonald's
Iced Coffee with Sugar Free Vanilla Syrup,120,11,16,McDonald's
Nonfat Latte,120,0,18,McDonald's
Nonfat Hazelnut Latte,180,0,37,McDonald's
Nonfat Cappuccino with Sugar Free Vanilla Syrup,70,0,19,McDonald's
Hot Chocolate with Nonfat Milk,390,6,68,McDonald's
Iced Nonfat Vanilla Latte,140,0,31,McDonald's
Nonfat Caramel Mocha,280,4,49,McDonald's
Caramel Cappuccino,240,6,41,McDonald's
Hazelnut Latte,330,9,53,McDonald's
Latte with Sugar Free Vanilla Syrup,130,7,17,McDonald's
Iced Caramel Latte,230,6,40,McDonald's
Iced Caramel Mocha,380,16,48,McDonald's
Strawberry Banana Smoothie,260,1,60,McDonald's
Double Quarter Pounder® with Cheese,740,42,40,McDonald's
Premium Grilled Chicken Classic Sandwich,360,9,41,McDonald's
Honey Mustard Snack Wrap® (Grilled),260,9,27,McDonald's
Medium French Fries,380,19,48,McDonald's
Snack Size Fruit &amp; Walnut Salad,210,8,31,McDonald's
Sausage Biscuit,480,31,39,McDonald's
Big Breakfast with Hotcakes,1150,60,116,McDonald's
Baked Hot Apple Pie,250,13,32,McDonald's
"Chocolate McCafe® Shake
",580,17,94,McDonald's
Strawberry McCafe® Shake,710,20,116,McDonald's
Vanilla Triple Thick® Shake,420,10,72,McDonald's
Iced Coffee Hazelnut,270,11,43,McDonald's
Sweet Tea,110,0,27,McDonald's
Nonfat Caramel Cappuccino,150,0,33,McDonald's
Nonfat Hazelnut Latte,220,0,46,McDonald's
Nonfat Cappuccino with Sugar Free Vanilla Syrup,80,0,22,McDonald's
Iced Nonfat Latte,50,0,7,McDonald's
Iced Nonfat Vanilla Latte,150,0,33,McDonald's
Nonfat Caramel Mocha,240,4,41,McDonald's
Caramel Cappuccino,290,8,49,McDonald's
Vanilla Cappuccino,200,5,34,McDonald's
Latte with Sugar Free Vanilla Syrup,160,8,21,McDonald's
Iced Hazelnut Latte,160,3,31,McDonald's
Iced Caramel Mocha,300,14,36,McDonald's
Cheeseburger,300,12,33,McDonald's
Angus Mushroom &amp; Swiss,770,40,59,McDonald's
Southern Style Crispy Chicken Sandwich,400,17,39,McDonald's
Angus Deluxe Snack Wrap,410,25,27,McDonald's
Chicken Selects® Premium Breast Strips,660,40,39,McDonald's
Premium Caesar Salad with Grilled Chicken,220,6,12,McDonald's
"Bacon, Egg &amp; Cheese Biscuit",480,27,43,McDonald's
Sausage McGriddles®,420,22,44,McDonald's
"Bacon, Egg &amp; Cheese Bagel",560,27,56,McDonald's
Hot Caramel Sundae,340,8,60,McDonald's
Chocolate Triple Thick® Shake,1160,27,203,McDonald's
Vanilla McCafe® Shake,540,16,88,McDonald's
Iced Coffee Caramel,190,8,27,McDonald's
Iced Coffee Vanilla,270,11,43,McDonald's
Nonfat Cappuccino,90,0,13,McDonald's
Nonfat Hazelnut Cappuccino,150,0,34,McDonald's
Nonfat Vanilla Latte,220,0,46,McDonald's
Mocha with Nonfat Milk,330,6,58,McDonald's
Iced Nonfat Hazelnut Latte,140,0,32,McDonald's
Iced Nonfat Caramel Mocha,300,6,49,McDonald's
Latte,180,10,13,McDonald's
Hazelnut Cappuccino,290,8,51,McDonald's
Cappuccino with Sugar Free Vanilla Syrup,100,5,15,McDonald's
Hot Chocolate,380,15,53,McDonald's
Iced Vanilla Latte,160,3,31,McDonald's
Caramel Mocha,360,14,47,McDonald's
Frappe Mocha,560,24,78,McDonald's
Angus Bacon &amp; Cheese,790,39,63,McDonald's
Premium Grilled Chicken Ranch BLT Sandwich,380,10,41,McDonald's
Angus Chipotle BBQ Bacon,800,39,66,McDonald's
Chicken McNuggets®,470,30,30,McDonald's
Premium Bacon Ranch Salad with Crispy Chicken,370,20,20,McDonald's
English Muffin ,160,3,27,McDonald's
"Bacon, Egg &amp; Cheese McGriddles®",420,18,48,McDonald's
Hotcakes and Sausage,520,24,61,McDonald's
Kiddie Cone,45,1,8,McDonald's
Oatmeal Raisin Cookie,150,6,22,McDonald's
Chocolate Triple Thick® Shake,580,14,102,McDonald's
Strawberry Triple Thick® Shake,740,18,128,McDonald's
Coffee,0,0,0,McDonald's
Iced Coffee Vanilla,130,5,21,McDonald's
Nonfat Cappuccino,60,0,9,McDonald's
Nonfat Caramel Latte,220,0,45,McDonald's
Nonfat Vanilla Cappuccino,230,0,51,McDonald's
Mocha with Nonfat Milk,240,5,41,McDonald's
Iced Nonfat Caramel Latte,150,0,32,McDonald's
Iced Nonfat Latte with Sugar Free Vanilla Syrup,60,0,19,McDonald's
Cappuccino,180,10,13,McDonald's
Hazelnut Cappuccino,200,5,34,McDonald's
Vanilla Latte,280,8,44,McDonald's
Mocha,400,14,58,McDonald's
Iced Caramel Latte,160,3,29,McDonald's
Iced Latte with Sugar Free Vanilla Syrup,110,6,19,McDonald's
Frappe Caramel,680,29,94,McDonald's
Wild Berry Smoothie,320,1,75,McDonald's
Double Cheeseburger,440,23,34,McDonald's
Filet-O-Fish®,380,18,38,McDonald's
Ranch Snack Wrap® (Crispy),340,17,33,McDonald's
Angus Mushroom &amp; Swiss Snack Wrap,430,26,27,McDonald's
Premium Southwest Salad with Grilled Chicken,320,9,30,McDonald's
Premium Caesar Salad with Crispy Chicken,330,17,20,McDonald's
Sausage Biscuit with Egg,510,33,36,McDonald's
Big Breakfast®,740,48,51,McDonald's
Hot Fudge Sundae,330,10,54,McDonald's
Snack Size McFlurry® with M&amp;M'S® Candies,430,16,64,McDonald's
Vanilla McCafe® Shake,680,20,111,McDonald's
Iced Coffee Caramel,270,11,41,McDonald's
Iced Coffee with Sugar Free Vanilla Syrup,60,5,8,McDonald's
Nonfat Latte,90,0,13,McDonald's
Nonfat Hazelnut Cappuccino,190,0,43,McDonald's
Nonfat Vanilla Latte,260,0,55,McDonald's
Hot Chocolate with Nonfat Milk,250,5,43,McDonald's
Iced Nonfat Hazelnut Latte,150,0,33,McDonald's
Iced Nonfat Caramel Mocha,240,6,37,McDonald's
Latte,210,11,16,McDonald's
Hazelnut Latte,230,7,36,McDonald's
Cappuccino with Sugar Free Vanilla Syrup,120,6,18,McDonald's
Hot Chocolate,460,18,63,McDonald's
Caramel Mocha,290,12,39,McDonald's
Frappe Mocha,680,28,96,McDonald's
McDouble,390,19,33,McDonald's
McChicken ®,360,16,40,McDonald's
Ranch Snack Wrap® (Grilled),270,10,26,McDonald's
Mac Snack Wrap,330,19,26,McDonald's
Premium Southwest Salad with Crispy Chicken,430,20,38,McDonald's
Premium Caesar Salad (without chicken),90,4,9,McDonald's
Sausage Biscuit with Egg,570,37,42,McDonald's
Big Breakfast®,800,52,56,McDonald's
McFlurry® with M&amp;M'S® Candies,710,25,105,McDonald's
Snack Size McFlurry® with OREO® Cookies,340,12,53,McDonald's
Vanilla McCafe® Shake,830,24,138,McDonald's
Iced Coffee Hazelnut,130,5,21,McDonald's
Iced Coffee with Sugar Free Vanilla Syrup,90,8,11,McDonald's
Nonfat Latte,110,0,15,McDonald's
Nonfat Hazelnut Cappuccino,230,0,51,McDonald's
Nonfat Cappuccino with Sugar Free Vanilla Syrup,50,0,15,McDonald's
Hot Chocolate with Nonfat Milk,310,6,55,McDonald's
Iced Nonfat Hazelnut Latte,190,0,42,McDonald's
Iced Nonfat Caramel Mocha,200,6,29,McDonald's
Caramel Cappuccino,200,5,32,McDonald's
Hazelnut Latte,280,8,45,McDonald's
Cappuccino with Sugar Free Vanilla Syrup,150,8,22,McDonald's
Caramel Mocha,250,11,33,McDonald's
Strawberry Banana Smoothie,330,1,77,McDonald's
Big N' Tasty®,460,24,37,McDonald's
Premium Grilled Chicken Club Sandwich,460,17,43,McDonald's
Chipotle BBQ Snack Wrap® (Grilled),260,9,28,McDonald's
Chicken McNuggets®,190,12,12,McDonald's
Sausage McMuffin®,370,22,29,McDonald's
Southern Style Chicken Biscuit,470,24,46,McDonald's
McSkillet™ Burrito with Sausage,610,36,44,McDonald's
McDonaldland® Cookies,260,8,43,McDonald's
"Chocolate McCafe® Shake
",880,24,147,McDonald's
Strawberry Triple Thick® Shake,420,10,73,McDonald's
Vanilla Triple Thick® Shake,740,18,128,McDonald's
Iced Coffee Regular,200,8,30,McDonald's
Sweet Tea,180,0,45,McDonald's
Nonfat Caramel Cappuccino,230,0,49,McDonald's
Nonfat Vanilla Cappuccino,150,0,34,McDonald's
Nonfat Latte with Sugar Free Vanilla Syrup,90,0,22,McDonald's
Iced Nonfat Latte,70,0,11,McDonald's
Iced Nonfat Latte with Sugar Free Vanilla Syrup,40,0,13,McDonald's
Cappuccino,120,7,9,McDonald's
Caramel Latte,280,8,43,McDonald's
Vanilla Cappuccino,290,8,51,McDonald's
Mocha,280,11,40,McDonald's
Iced Latte,100,6,8,McDonald's
Iced Latte with Sugar Free Vanilla Syrup,60,3,12,McDonald's
Frappe Caramel,450,20,61,McDonald's
Big Mac®,540,29,45,McDonald's
Premium Crispy Chicken Classic Sandwich,510,22,56,McDonald's
Chipotle BBQ Snack Wrap® (Crispy),330,15,35,McDonald's
Large French Fries,500,25,63,McDonald's
Egg McMuffin® ,300,12,30,McDonald's
Southern Style Chicken Biscuit,410,20,41,McDonald's
Sausage Burrito,300,16,26,McDonald's
Cinnamon Melts,460,19,66,McDonald's
"Chocolate McCafe® Shake
",720,20,119,McDonald's
Strawberry McCafe® Shake,860,24,144,McDonald's
Vanilla Triple Thick® Shake,550,13,96,McDonald's
Iced Coffee Regular,140,5,22,McDonald's
Sweet Tea,280,0,69,McDonald's
Nonfat Caramel Cappuccino,190,0,41,McDonald's
Nonfat Hazelnut Latte,260,0,55,McDonald's
Nonfat Latte with Sugar Free Vanilla Syrup,80,0,18,McDonald's
Iced Nonfat Latte,60,0,9,McDonald's
Iced Nonfat Vanilla Latte,190,0,41,McDonald's
Nonfat Caramel Mocha,200,4,34,McDonald's
Caramel Latte,230,7,35,McDonald's
Vanilla Cappuccino,240,6,42,McDonald's
Latte with Sugar Free Vanilla Syrup,180,10,25,McDonald's
Iced Vanilla Latte,230,6,41,McDonald's
Iced Caramel Mocha,240,12,29,McDonald's
Big N' Tasty® with Cheese,510,28,38,McDonald's
Premium Crispy Chicken Club Sandwich,620,29,57,McDonald's
Angus Bacon &amp; Cheese Snack Wrap,390,21,28,McDonald's
Chicken McNuggets®,280,18,18,McDonald's
Premium Bacon Ranch Salad with Grilled Chicken,260,9,12,McDonald's
Sausage McMuffin® with Egg,450,27,30,McDonald's
"Steak, Egg &amp; Cheese Bagel",660,33,56,McDonald's
Hotcakes,350,9,60,McDonald's
Chocolate Chip Cookie,160,8,21,McDonald's
Chocolate Triple Thick® Shake,440,10,76,McDonald's
Strawberry Triple Thick® Shake,560,13,97,McDonald's
Coffee,0,0,0,McDonald's
Iced Coffee Regular,280,11,45,McDonald's
Sweet Tea,150,0,36,McDonald's
Nonfat Caramel Latte,170,0,36,McDonald's
Nonfat Vanilla Cappuccino,190,0,42,McDonald's
Nonfat Latte with Sugar Free Vanilla Syrup,110,0,27,McDonald's
Iced Nonfat Caramel Latte,140,0,30,McDonald's
Iced Nonfat Latte with Sugar Free Vanilla Syrup,50,0,14,McDonald's
Cappuccino,140,8,11,McDonald's
Caramel Latte,330,9,52,McDonald's
Vanilla Latte,230,7,36,McDonald's
Mocha,330,12,48,McDonald's
Iced Latte,140,8,10,McDonald's
Iced Latte with Sugar Free Vanilla Syrup,90,5,14,McDonald's
Frappe Caramel,550,24,76,McDonald's
9 oz. Grilled Top Sirloin,410,20,1,O'Charley's
Broccoli Cheese Casserole,270,16,20,O'Charley's
Authentic Spinach &amp; Artichoke Dip,780,44,86,O'Charley's
Bacon Topping for Baked Potato,15,1,0,O'Charley's
Apple Caramel Cobbler,750,29,113,O'Charley's
Brownie Lover's Brownie,1600,73,216,O'Charley's
6 oz. Grilled Top Sirloin,300,16,1,O'Charley's
Broccoli,140,10,11,O'Charley's
"Apple Caramel Cobbler, Mini",340,13,53,O'Charley's
Applewood-Smoked Bacon,35,3,0,O'Charley's
Better Cheddar Bacon Burger,980,57,55,O'Charley's
Baked Potato (plain),240,5,50,O'Charley's
